SKU,UOM1,UOM2,UOM3,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster
29-425954,UN,CJ,PT,23,13,4,1196,271,3706,271,Medium Movement,0
29-425961,UN,CJ,PT,11,20,2,440,441,5774,441,Medium Movement,0
29-426580,UN,CJ,PT,9,3,21,567,799,11607,799,High Movement,0
29-426597,UN,CJ,PT,11,20,2,440,671,9587,671,High Movement,0
29-426900,UN,CJ,PT,11,5,10,550,774,13555,774,High Movement,0
29-426016,UN,CJ,PT,11,20,2,440,606,11046,606,Medium Movement,0
29-437810,UN,CJ,PT,9,17,3,459,231,2825,231,Medium Movement,0
29-437827,UN,CJ,PT,7,4,12,336,297,3670,297,Medium Movement,0
29-430501,UN,CJ,PT,1,1,1,1,31,5580,31,Low Movement,0
29-442600,UN,CJ,PT,29,8,20,4640,48,3001,48,Low Movement,0
29-448636,UN,CJ,PT,1,1,1,1,1099,28063,1099,High Movement,1
29-448643,UN,CJ,PT,2,23,9,414,447,7672,447,Medium Movement,0
29-448650,UN,CJ,PT,24,5,12,1440,221,3189,221,Medium Movement,0
29-459188,UN,CJ,PT,14,7,6,588,202,2779,202,Medium Movement,0
29-477359,UN,CJ,PT,1,1,1,1,329,4585,329,Medium Movement,0
29-477366,UN,CJ,PT,1,1,1,1,355,5041,355,Medium Movement,0
29-478494,UN,CJ,PT,18,5,5,450,405,4579,405,Medium Movement,0
29-487679,UN,CJ,PT,1,1,1,1,3,26,3,Low Movement,0
29-48914,UN,CJ,PT,22,4,8,704,987,14990,987,High Movement,0
29-48976,UN,CJ,PT,7,11,2,154,1548,32281,1548,High Movement,1
29-48907,UN,CJ,PT,7,11,2,154,984,20485,984,High Movement,0
29-405667,UN,CJ,PT,7,11,2,154,1,2,1,Low Movement,0
29-407203,UN,CJ,PT,28,8,20,4480,41,3225,41,Low Movement,0
29-409149,UN,CJ,PT,1,1,1,1,93,671,93,Low Movement,0
29-409521,UN,CJ,PT,1,1,1,1,198,2505,198,Medium Movement,0
29-64685,UN,CJ,PT,10,4,20,800,1623,46817,1623,High Movement,1
29-825178,UN,CJ,PT,21,6,6,756,232,3394,232,Medium Movement,0
29-825239,UN,CJ,PT,3,12,25,900,381,7368,381,Medium Movement,0
29-85830,T2,CJ,PT,12,14,4,672,2093,68301,2093,High Movement,1
29-85861,T4,CJ,PT,11,25,20,5500,1179,23734,1179,High Movement,1
29-85892,T2,CJ,PT,14,4,11,616,1453,49102,1453,High Movement,1
29-85939,T4,CJ,PT,11,4,20,880,1266,27334,1266,High Movement,1
29-85028,UN,CJ,PT,7,11,2,154,789,15550,789,High Movement,0
29-86254,UN,CJ,PT,7,11,2,154,695,12997,695,High Movement,0
29-91510,TX,CJ,PT,3,18,44,2376,3302,17123,3302,High Movement,3
29-920780,UN,CJ,PT,1,1,1,1,190,2100,190,Medium Movement,0
29-938174,UN,CJ,PT,15,11,18,2970,428,19892,428,Medium Movement,0
29-94983,UN,CJ,PT,3,21,12,756,1724,54595,1724,High Movement,1
29-94013,T4,CJ,PT,11,4,20,880,896,19318,896,High Movement,0
29-952873,UN,CJ,PT,22,4,7,616,671,10370,671,High Movement,0
29-95580,UN,CJ,PT,11,5,20,1100,1043,21437,1043,High Movement,1
29-975933,UN,CJ,PT,21,6,6,756,203,1868,203,Medium Movement,0
29-975940,UN,CJ,PT,19,5,5,475,225,2056,225,Medium Movement,0
29-975025,UN,CJ,PT,21,6,6,756,515,5669,515,Medium Movement,0
29-024065,UN,CJ,PT,15,6,5,450,1059,10480,1059,High Movement,1
29-024089,UN,CJ,PT,15,5,5,375,974,10177,974,High Movement,0
35-11127,UN,CJ,PT,22,8,8,1408,2,305,2,Low Movement,0
35-13925,UN,CJ,PT,1,1,1,1,223,6468,223,Medium Movement,0
35-174987,UN,CJ,PT,6,9,9,486,99,2882,99,Low Movement,0
35-20205,UN,CJ,PT,1,36,45,1620,9,3240,9,Low Movement,0
35-311610,UN,CJ,PT,48,5,5,1200,134,4916,134,Low Movement,0
35-311627,UN,CJ,PT,34,5,5,850,284,14486,284,Medium Movement,0
35-311634,UN,CJ,PT,34,5,5,850,458,25812,458,Medium Movement,0
35-311641,UN,CJ,PT,33,5,4,660,101,3403,101,Low Movement,0
35-311658,UN,CJ,PT,33,6,6,1188,167,3629,167,Medium Movement,0
35-311665,UN,CJ,PT,6,9,9,486,59,1944,59,Low Movement,0
35-41656,UN,CJ,PT,33,5,5,825,272,11707,272,Medium Movement,0
35-49046,UN,CJ,PT,2,39,15,1170,8,2040,8,Low Movement,0
35-54215,UN,CJ,PT,23,6,7,966,166,7196,166,Medium Movement,0
35-55199,UN,CJ,PT,30,8,5,1200,137,5370,137,Low Movement,0
35-82103,UN,CJ,PT,4,5,5,100,68,3156,68,Low Movement,0
35-92796,UN,CJ,PT,12,20,18,4320,48,390,48,Low Movement,0
35-92797,UN,CJ,PT,16,17,15,4080,45,362,45,Low Movement,0
35-92798,UN,CJ,PT,15,19,12,3420,31,207,31,Low Movement,0
35-92799,UN,CJ,PT,14,21,19,5586,44,314,44,Low Movement,0
35-92790,UN,CJ,PT,14,21,19,5586,39,308,39,Low Movement,0
36-111352,UN,CJ,PT,5,37,17,3145,77,187,77,Low Movement,0
36-131080,UN,CJ,PT,1,1,1,1,7,33,7,Low Movement,0
36-21AV-7Y,UN,CJ,PT,1,1,1,1,26,321,26,Low Movement,0
36-24AV,UN,CJ,PT,1,1,1,1,37,584,37,Low Movement,0
36-31059,UN,CJ,PT,1,1,1,1,2,4,2,Low Movement,0
36-31066,UN,CJ,PT,1,1,1,1,44,105,44,Low Movement,0
36-31073,UN,CJ,PT,1,1,1,1,37,99,37,Low Movement,0
36-3AAMFE,UN,CJ,PT,1,1,1,1,100,715,100,Low Movement,0
36-423AV,UN,CJ,PT,1,1,1,1,41,1278,41,Low Movement,0
36-5171123,UN,CJ,PT,17,5,5,425,713,13501,713,High Movement,0
36-5171130,UN,CJ,PT,17,5,5,425,482,8811,482,Medium Movement,0
36-5171147,UN,CJ,PT,17,5,5,425,692,12809,692,High Movement,0
36-5171215,UN,CJ,PT,22,8,5,880,507,9502,507,Medium Movement,0
36-565119,UN,CJ,PT,1,16,10,160,11,19,11,Low Movement,0
36-786AV,UN,CJ,PT,1,1,1,1,100,984,100,Low Movement,0
36-8MQ-23,EX,CJ,PT,2,20,10,400,2536,45048,2536,High Movement,1
36-926-7N7,UN,CJ,PT,17,7,7,833,12,1417,12,Low Movement,0
36-926NCTU,UN,CJ,PT,1,1,1,1,203,856,203,Medium Movement,0
36-935-5N3,UN,CJ,PT,12,2,13,312,392,24228,392,Medium Movement,0
36-935NCTU,UN,CJ,PT,1,1,1,1,189,756,189,Medium Movement,0
36-CJLFMFE,UN,CJ,PT,1,1,1,1,71,494,71,Low Movement,0
36-CJLFSFE,UN,CJ,PT,1,1,1,1,76,530,76,Low Movement,0
36-CJLGSPO,UN,CJ,PT,1,1,1,1,10,42,10,Low Movement,0
36-CSTHFM,UN,CJ,PT,1,1,1,1,8,41,8,Low Movement,0
36-CW5AAM,UN,CJ,PT,1,1,1,1,17,35,17,Low Movement,0
36-FGM7W,UN,CJ,PT,1,1,1,1,60,270,60,Low Movement,0
36-FW3AAMF,UN,CJ,PT,1,1,1,1,35,504,35,Low Movement,0
36-L3-3,UN,CJ,PT,11,5,8,440,2,48,2,Low Movement,0
36-L4-3,UN,CJ,PT,11,5,8,440,2,48,2,Low Movement,0
36-LF34A-2,UN,CJ,PT,10,4,20,800,68,1529,68,Low Movement,0
36-ME826-3,UN,CJ,PT,1,15,11,165,92,1576,92,Low Movement,0
36-ME835-3,UN,CJ,PT,8,27,12,2592,122,2123,122,Low Movement,0
36-MFE4AAA,UN,CJ,PT,26,10,10,2600,62,478,62,Low Movement,0
36-MFELFZ,UN,CJ,PT,5,37,17,3145,15,37,15,Low Movement,0
36-QT242A,UN,CJ,PT,26,10,10,2600,18,72,18,Low Movement,0
36-QT70,UN,CJ,PT,11,3,8,264,5,28,5,Low Movement,0
36-QT81,UN,CJ,PT,11,3,8,264,1,11,1,Low Movement,0
36-S23MFE,UN,CJ,PT,13,14,18,3276,60,442,60,Low Movement,0
36-S20MFE,UN,CJ,PT,17,14,21,4998,42,275,42,Low Movement,0
36-SMFE221,UN,CJ,PT,5,37,17,3145,385,4215,385,Medium Movement,0
36-TK2116,UN,CJ,PT,21,5,5,525,351,5676,351,Medium Movement,0
36-TK927,UN,CJ,PT,4,27,12,1296,361,3545,361,Medium Movement,0
36-TQ411,UN,CJ,PT,21,5,5,525,245,4210,245,Medium Movement,0
36-TVQFSME,UN,CJ,PT,1,1,1,1,30,305,30,Low Movement,0
36-WC2EMFE,UN,CJ,PT,1,1,1,1,125,1017,125,Low Movement,0
37-15597,T4,CJ,PT,11,13,1,143,4,22,4,Low Movement,0
37-27745,EX,CJ,PT,7,18,2,252,1421,9799,1421,High Movement,1
37-39593,EX,CJ,PT,2,8,18,288,1197,8005,1197,High Movement,1
37-432987,UN,CJ,PT,4,13,11,572,259,9677,259,Medium Movement,0
37-432017,UN,CJ,PT,12,1,7,84,226,9566,226,Medium Movement,0
37-432031,UN,CJ,PT,4,13,11,572,284,10905,284,Medium Movement,0
37-432062,UN,CJ,PT,4,13,11,572,212,8348,212,Medium Movement,0
37-45594,T6,CJ,PT,11,13,1,143,1061,73121,1061,High Movement,1
37-65593,T6,CJ,PT,11,13,1,143,1084,68890,1084,High Movement,1
37-7745,UN,CJ,PT,1,1,1,1,602,1442,602,Medium Movement,0
41-111493,UN,CJ,PT,1,1,1,1,40,2221,40,Low Movement,0
41-114323,UN,CJ,PT,1,1,1,1,196,6657,196,Medium Movement,0
41-114934,UN,CJ,PT,1,1,1,1,2,81,2,Low Movement,0
41-121718,UN,CJ,PT,27,8,2,432,482,7074,482,Medium Movement,0
41-121091,UN,CJ,PT,26,8,2,416,617,12129,617,Medium Movement,0
41-122964,UN,CJ,PT,1,1,1,1,389,16786,389,Medium Movement,0
41-125556,UN,CJ,PT,1,1,1,1,349,8054,349,Medium Movement,0
41-126061,UN,CJ,PT,1,1,1,1,300,9827,300,Medium Movement,0
41-128157,UN,CJ,PT,1,1,1,1,323,9032,323,Medium Movement,0
41-128164,UN,CJ,PT,1,1,1,1,503,12830,503,Medium Movement,0
41-120834,UN,CJ,PT,12,4,4,192,426,9158,426,Medium Movement,0
41-211396,UN,CJ,PT,25,8,2,400,1081,19103,1081,High Movement,1
41-211853,UN,CJ,PT,24,5,2,240,99,1640,99,Low Movement,0
41-235456,UN,CJ,PT,22,2,7,308,2,8,2,Low Movement,0
41-230239,UN,CJ,PT,24,2,8,384,1306,26302,1306,High Movement,1
41-230277,UN,CJ,PT,26,8,2,416,1529,32579,1529,High Movement,1
41-241099,UN,CJ,PT,23,4,5,460,1,12,1,Low Movement,0
41-242157,UN,CJ,PT,22,4,4,352,2571,91222,2571,High Movement,1
41-243185,UN,CJ,PT,20,4,4,320,684,23494,684,High Movement,0
41-278224,UN,CJ,PT,19,4,3,228,810,38181,810,High Movement,0
41-278231,UN,CJ,PT,22,4,4,352,4214,190043,4214,High Movement,3
41-278255,UN,CJ,PT,22,4,5,440,1641,74692,1641,High Movement,1
41-278767,UN,CJ,PT,17,4,5,340,477,14041,477,Medium Movement,0
41-282023,UN,CJ,PT,1,1,1,1,21,449,21,Low Movement,0
41-283310,UN,CJ,PT,21,4,13,1092,1158,56213,1158,High Movement,1
41-289770,UN,CJ,PT,27,3,24,1944,51,7392,51,Low Movement,0
41-36633,UN,CJ,PT,19,4,3,228,146,1714,146,Low Movement,0
41-380276,UN,CJ,PT,27,4,12,1296,1436,38030,1436,High Movement,1
41-418858,UN,CJ,PT,24,10,7,1680,475,5934,475,Medium Movement,0
41-418865,UN,CJ,PT,19,5,9,855,558,7287,558,Medium Movement,0
41-42101,UN,CJ,PT,24,2,4,192,146,3475,146,Low Movement,0
41-43970,UN,CJ,PT,19,5,9,855,290,4733,290,Medium Movement,0
41-452398,UN,CJ,PT,24,8,3,576,454,15202,454,Medium Movement,0
41-479569,UN,CJ,PT,21,4,4,336,997,38657,997,High Movement,0
41-482620,UN,CJ,PT,17,4,5,340,326,9738,326,Medium Movement,0
41-499598,UN,CJ,PT,25,8,2,400,198,3984,198,Medium Movement,0
41-499628,UN,CJ,PT,24,5,4,480,815,28462,815,High Movement,0
41-401273,UN,CJ,PT,1,1,1,1,247,7151,247,Medium Movement,0
41-403819,UN,CJ,PT,1,1,1,1,585,16597,585,Medium Movement,0
41-403826,UN,CJ,PT,17,4,5,340,245,8473,245,Medium Movement,0
41-405264,UN,CJ,PT,24,6,9,1296,159,2461,159,Medium Movement,0
41-405615,UN,CJ,PT,1,1,1,1,132,5927,132,Low Movement,0
41-407503,UN,CJ,PT,17,4,5,340,199,6362,199,Medium Movement,0
41-409538,UN,CJ,PT,1,1,1,1,805,20015,805,High Movement,0
41-524637,UN,CJ,PT,23,4,5,460,178,6119,178,Medium Movement,0
41-538396,UN,CJ,PT,1,1,1,1,141,4695,141,Low Movement,0
41-538303,UN,CJ,PT,1,1,1,1,2,24,2,Low Movement,0
41-57911,UN,CJ,PT,24,2,4,192,633,13528,633,High Movement,0
41-507415,UN,CJ,PT,1,1,1,1,119,5006,119,Low Movement,0
41-820043,UN,CJ,PT,6,25,2,300,154,2329,154,Medium Movement,0
41-842243,UN,CJ,PT,1,1,1,1,617,10722,617,Medium Movement,0
41-918189,EX,CJ,PT,24,10,7,1680,1353,6037,1353,High Movement,1
41-945257,UN,CJ,PT,27,4,12,1296,839,12963,839,High Movement,0
41-949552,UN,CJ,PT,21,4,4,336,926,30399,926,High Movement,0
41-940375,UN,CJ,PT,2,25,5,250,394,5361,394,Medium Movement,0
41-940382,UN,CJ,PT,2,25,5,250,462,6136,462,Medium Movement,0
41-940548,UN,CJ,PT,27,8,2,432,475,8565,475,Medium Movement,0
41-957335,UN,CJ,PT,21,3,12,756,639,9322,639,High Movement,0
41-966726,UN,CJ,PT,1,1,1,1,198,3026,198,Medium Movement,0
41-960747,UN,CJ,PT,1,1,1,1,12,44,12,Low Movement,0
92-268034,UN,CJ,PT,15,6,6,540,165,3955,165,Medium Movement,0
92-51117,UN,CJ,PT,16,6,6,576,662,16853,662,High Movement,0
92-52114,UN,CJ,PT,15,6,6,540,1293,39860,1293,High Movement,1
92-55115,UN,CJ,PT,15,6,6,540,919,20687,919,High Movement,0
92-584882,UN,CJ,PT,15,6,6,540,453,11981,453,Medium Movement,0
92-004211,UN,CJ,PT,15,6,6,540,405,10174,405,Medium Movement,0
99-112015,UN,CJ,PT,13,11,1,143,564,3750,564,Medium Movement,0
99-14528,EX,CJ,PT,12,11,11,1452,19,4178,19,Low Movement,0
99-146028,UN,CJ,PT,1,1,1,1,157,835,157,Medium Movement,0
99-146029,UN,CJ,PT,1,1,1,1,277,1580,277,Medium Movement,0
99-1851163,UN,CJ,PT,13,11,11,1573,2098,18777,2098,High Movement,1
99-1851164,UN,CJ,PT,17,14,14,3332,2264,24718,2264,High Movement,1
99-1851165,UN,CJ,PT,19,16,16,4864,2231,18146,2231,High Movement,1
99-1851166,UN,CJ,PT,17,14,14,3332,960,15484,960,High Movement,0
99-1852131,UN,CJ,PT,13,11,11,1573,1239,10558,1239,High Movement,1
99-1852148,UN,CJ,PT,17,14,14,3332,1545,9274,1545,High Movement,1
99-523684,UN,CJ,PT,1,1,1,1,71,408,71,Low Movement,0
99-523806,UN,CJ,PT,1,1,1,1,47,6312,47,Low Movement,0
99-523912,UN,CJ,PT,1,1,1,1,36,4443,36,Low Movement,0
99-523929,UN,CJ,PT,1,1,1,1,19,3600,19,Low Movement,0
99-523936,UN,CJ,PT,1,1,1,1,32,6624,32,Low Movement,0
99-523981,UN,CJ,PT,1,1,1,1,212,2557,212,Medium Movement,0
99-523982,UN,CJ,PT,1,1,1,1,67,970,67,Low Movement,0
99-537167,UN,CJ,PT,12,11,11,1452,453,3167,453,Medium Movement,0
99-6914562,UN,CJ,PT,25,13,17,5525,73,378,73,Low Movement,0
99-6914586,UN,CJ,PT,25,13,17,5525,100,610,100,Low Movement,0
99-818735,UN,CJ,PT,13,11,11,1573,1188,9890,1188,High Movement,1
99-912766,UN,CJ,PT,1,1,1,1,335,3581,335,Medium Movement,0
99-912773,UN,CJ,PT,1,1,1,1,385,2017,385,Medium Movement,0
99-912797,UN,CJ,PT,1,1,1,1,486,1849,486,Medium Movement,0
99-914715,UN,CJ,PT,13,11,11,1573,192,1721,192,Medium Movement,0
99-915910,UN,CJ,PT,24,17,18,7344,69,375,69,Low Movement,0
99-915934,UN,CJ,PT,25,17,18,7650,50,246,50,Low Movement,0
99-917099,UN,CJ,PT,25,13,17,5525,59,4493,59,Low Movement,0
99-918188,UN,CJ,PT,25,13,17,5525,1223,7143,1223,High Movement,1
99-918195,UN,CJ,PT,1,1,1,1,83,3813,83,Low Movement,0
99-921829,UN,CJ,PT,1,1,1,1,1,7,1,Low Movement,0
A2-11081,UN,CJ,PT,5,9,22,990,2149,97628,2149,High Movement,1
A2-37077,UN,CJ,PT,22,9,13,2574,99,1473,99,Low Movement,0
A2-41130,UN,CJ,PT,4,15,21,1260,1893,74556,1893,High Movement,1
A2-41168,EX,CJ,PT,20,12,11,2640,1997,9878,1997,High Movement,1
A2-41189,EX,CJ,PT,20,12,11,2640,3863,33128,3863,High Movement,3
A2-41180,UN,CJ,PT,4,15,22,1320,6342,590965,6342,High Movement,3
A2-41638,UN,CJ,PT,1,1,1,1,2714,148320,2714,High Movement,1
A2-41648,UN,CJ,PT,55,14,3,2310,693,38580,693,High Movement,0
A291119148,UN,CJ,PT,3,14,21,882,3092,179551,3092,High Movement,1
A291119156,UN,CJ,PT,3,14,21,882,2345,93127,2345,High Movement,1
A291119163,UN,CJ,PT,7,10,21,1470,2810,162426,2810,High Movement,1
A291719129,UN,CJ,PT,17,10,10,1700,439,11248,439,Medium Movement,0
A291719137,UN,CJ,PT,17,10,9,1530,419,10911,419,Medium Movement,0
A291719228,UN,CJ,PT,20,12,11,2640,593,9501,593,Medium Movement,0
A291719483,UN,CJ,PT,25,13,13,4225,583,7815,583,Medium Movement,0
A297132483,UN,CJ,PT,3,14,21,882,789,22508,789,High Movement,0
A297132517,UN,CJ,PT,5,9,21,945,1031,25458,1031,High Movement,0
A3-11120,UN,CJ,PT,8,21,28,4704,948,20416,948,High Movement,0
A3-11151,UN,CJ,PT,9,18,14,2268,347,13024,347,Medium Movement,0
A3-11163,UN,CJ,PT,9,32,17,4896,3732,228379,3732,High Movement,3
A3-11164,UN,CJ,PT,9,32,17,4896,1408,38446,1408,High Movement,1
A3-11165,UN,CJ,PT,9,32,17,4896,2488,86162,2488,High Movement,1
A3-11166,UN,CJ,PT,9,32,18,5184,3168,156198,3168,High Movement,1
A3-11167,UN,CJ,PT,18,16,18,5184,2837,126664,2837,High Movement,1
A3-11218,UN,CJ,PT,8,21,27,4536,510,11289,510,Medium Movement,0
A3-11486,UN,CJ,PT,13,9,4,468,3177,335641,3177,High Movement,1
A3-11493,UN,CJ,PT,13,9,4,468,3089,305258,3089,High Movement,1
A3-11400,UN,CJ,PT,7,9,8,504,3055,266093,3055,High Movement,1
A3-11086,UN,CJ,PT,1,1,1,1,244,3022,244,Medium Movement,0
A3-12120,UN,CJ,PT,1,1,1,1,250,3146,250,Medium Movement,0
A3-16579,UN,CJ,PT,8,17,25,3400,497,7507,497,Medium Movement,0
A3-16581,UN,CJ,PT,8,33,13,3432,477,6942,477,Medium Movement,0
A3-16678,UN,CJ,PT,18,13,5,1170,305,4224,305,Medium Movement,0
A3-17313,UN,PT, ,21,31,32,20832,66,7082,66,Low Movement,0
A3-24393,UN,CJ,PT,26,6,20,3120,380,5447,380,Medium Movement,0
A3-26083,UN,CJ,PT,8,10,11,880,537,10592,537,Medium Movement,0
A3-27035,UN,CJ,PT,21,8,13,2184,30,437,30,Low Movement,0
A3-41610,UN,CJ,PT,9,10,10,900,872,32507,872,High Movement,0
A3-41621,UN,CJ,PT,9,10,10,900,870,29315,870,High Movement,0
A3-41622,UN,CJ,PT,9,10,10,900,871,28999,871,High Movement,0
A3-41623,UN,CJ,PT,9,10,10,900,969,32996,969,High Movement,0
A3-41643,UN,CJ,PT,9,10,10,900,504,15299,504,Medium Movement,0
A3-41644,UN,CJ,PT,9,10,10,900,162,5937,162,Medium Movement,0
A3-41653,UN,CJ,PT,1,1,1,1,153,18106,153,Medium Movement,0
A3-41657,UN,CJ,PT,1,1,1,1,1337,42550,1337,High Movement,1
A3-45229,UN,CJ,PT,7,3,17,357,4877,372716,4877,High Movement,3
A3-45236,UN,CJ,PT,7,3,17,357,4326,312758,4326,High Movement,3
A3-45243,UN,CJ,PT,7,3,16,336,2616,169210,2616,High Movement,1
A3-45250,UN,CJ,PT,7,3,16,336,5106,409031,5106,High Movement,3
A3-45274,UN,CJ,PT,7,10,16,1120,1508,37522,1508,High Movement,1
A3-45281,UN,CJ,PT,1,1,1,1,727,19485,727,High Movement,0
A3-45205,UN,CJ,PT,7,5,33,1155,1687,44448,1687,High Movement,1
A3-45540,UN,CJ,PT,1,1,1,1,1045,25319,1045,High Movement,1
A3-45557,UN,CJ,PT,1,1,1,1,235,5832,235,Medium Movement,0
A3-45564,UN,CJ,PT,16,28,4,1792,1009,27194,1009,High Movement,0
A3-45571,UN,CJ,PT,1,1,1,1,1181,37663,1181,High Movement,1
A3-52415,UN,CJ,PT,1,1,1,1,457,16919,457,Medium Movement,0
A3-52423,UN,CJ,PT,1,1,1,1,41,807,41,Low Movement,0
A3-58081,UN,CJ,PT,18,13,5,1170,2310,37820,2310,High Movement,1
A3-58098,UN,CJ,PT,18,12,5,1080,2408,53831,2408,High Movement,1
A3-61234,UN,CJ,PT,28,18,5,2520,38,1884,38,Low Movement,0
A3-74335,UN,CJ,PT,26,16,7,2912,430,5937,430,Medium Movement,0
A3-74302,UN,CJ,PT,18,13,5,1170,2888,64854,2888,High Movement,1
A3-75530,UN,CJ,PT,1,1,1,1,394,5603,394,Medium Movement,0
A391956259,UN,CJ,PT,20,9,13,2340,56,791,56,Low Movement,0
A391956522,UN,CJ,PT,21,9,13,2457,118,1631,118,Low Movement,0
A392056248,UN,CJ,PT,18,13,5,1170,449,6430,449,Medium Movement,0
A392056271,UN,CJ,PT,18,4,16,1152,258,3526,258,Medium Movement,0
A393156584,UN,CJ,PT,18,4,16,1152,299,4299,299,Medium Movement,0
A393156650,UN,CJ,PT,7,18,18,2268,3839,188049,3839,High Movement,3
A393156675,UN,CJ,PT,7,18,18,2268,3349,166898,3349,High Movement,3
A393156683,UN,CJ,PT,7,18,18,2268,3474,153284,3474,High Movement,3
A393256129,UN,CJ,PT,26,6,20,3120,618,8965,618,Medium Movement,0
A393256153,UN,CJ,PT,12,6,6,432,451,33418,451,Medium Movement,0
A393256160,UN,CJ,PT,28,20,7,3920,461,7606,461,Medium Movement,0
A393256186,UN,CJ,PT,26,6,20,3120,350,5314,350,Medium Movement,0
A393256210,UN,CJ,PT,23,8,13,2392,1415,24228,1415,High Movement,1
A393256244,UN,CJ,PT,20,28,7,3920,1382,27376,1382,High Movement,1
A393256252,UN,CJ,PT,28,20,7,3920,413,6389,413,Medium Movement,0
A396219107,UN,CJ,PT,18,12,4,864,2585,82357,2585,High Movement,1
A396219231,UN,CJ,PT,22,5,16,1760,1204,33342,1204,High Movement,1
A396219272,UN,CJ,PT,17,12,4,816,1684,53231,1684,High Movement,1
A396219280,UN,CJ,PT,18,13,5,1170,3189,98174,3189,High Movement,1
A396219298,UN,CJ,PT,22,5,16,1760,1208,32112,1208,High Movement,1
A396219314,UN,CJ,PT,22,16,5,1760,1660,53287,1660,High Movement,1
A396219348,UN,CJ,PT,20,14,3,840,2901,132111,2901,High Movement,1
A396219371,UN,CJ,PT,21,15,2,630,4343,220334,4343,High Movement,3
A399141242,UN,CJ,PT,22,8,8,1408,2203,45411,2203,High Movement,1
A399141250,UN,CJ,PT,25,10,8,2000,471,10490,471,Medium Movement,0
A399141267,UN,CJ,PT,22,6,10,1320,733,14784,733,High Movement,0
A399141275,UN,CJ,PT,25,7,11,1925,250,5428,250,Medium Movement,0
A399141283,UN,CJ,PT,28,11,17,5236,851,18181,851,High Movement,0
A3-02102,UN,CJ,PT,25,5,20,2500,313,5376,313,Medium Movement,0
A5-11292,UN,CJ,PT,23,7,7,1127,10913,1464142,10913,High Movement,3
A5-11293,UN,CJ,PT,23,7,7,1127,8952,947960,8952,High Movement,3
A5-11294,UN,CJ,PT,23,7,7,1127,11774,1637843,11774,High Movement,3
A5-11295,UN,CJ,PT,23,7,7,1127,5562,487061,5562,High Movement,3
A5-11296,UN,CJ,PT,22,7,7,1078,2443,109584,2443,High Movement,1
A5-11298,UN,CJ,PT,23,7,7,1127,5100,343786,5100,High Movement,3
A5-11319,UN,CJ,PT,22,7,7,1078,4667,367022,4667,High Movement,3
A5-11359,UN,CJ,PT,1,1,1,1,5118,484681,5118,High Movement,3
A5-23387,UN,CJ,PT,1,1,1,1,307,5497,307,Medium Movement,0
A5-45145,UN,CJ,PT,15,14,40,8400,71,1012,71,Low Movement,0
A5-45146,UN,CJ,PT,15,14,14,2940,117,1475,117,Low Movement,0
A5-45147,UN,CJ,PT,16,15,14,3360,151,1719,151,Medium Movement,0
A5-49326,UN,CJ,PT,13,6,4,312,6172,705404,6172,High Movement,3
A5-49327,UN,CJ,PT,13,6,4,312,4819,436557,4819,High Movement,3
A5-49328,UN,CJ,PT,13,6,4,312,6391,706058,6391,High Movement,3
A5-40493,UN,CJ,PT,28,8,9,2016,1479,29841,1479,High Movement,1
A5-40494,UN,CJ,PT,28,8,8,1792,1169,21865,1169,High Movement,1
A5-40495,UN,CJ,PT,1,1,1,1,885,16332,885,High Movement,0
A592662184,UN,CJ,PT,27,13,12,4212,333,4213,333,Medium Movement,0
A592662192,UN,CJ,PT,27,13,12,4212,611,6962,611,Medium Movement,0
A592662100,UN,CJ,PT,27,13,12,4212,250,2763,250,Medium Movement,0
A592662390,UN,CJ,PT,27,13,12,4212,163,1934,163,Medium Movement,0
A594862311,UN,CJ,PT,12,10,10,1200,209,4097,209,Medium Movement,0
A594862329,UN,CJ,PT,13,10,10,1300,370,6738,370,Medium Movement,0
A594862337,UN,CJ,PT,12,10,10,1200,161,2563,161,Medium Movement,0
A6-14110,UN,CJ,PT,25,6,6,900,51,1424,51,Low Movement,0
A6A6112149,UN,CJ,PT,25,5,8,1000,408,13493,408,Medium Movement,0
A6A6112157,UN,CJ,PT,25,6,6,900,9,84,9,Low Movement,0
A6A6112172,UN,CJ,PT,21,6,6,756,210,4348,210,Medium Movement,0
A6A6112313,UN,CJ,PT,22,6,6,792,256,5575,256,Medium Movement,0
A9-13503,UN,CJ,PT,1,1,1,1,196,2874,196,Medium Movement,0
A9-25108,UN,CJ,PT,1,1,1,1,1132,48074,1132,High Movement,1
A9-32681,UN,CJ,PT,25,9,9,2025,3281,341825,3281,High Movement,3
A9-32601,UN,CJ,PT,21,7,7,1029,3710,306153,3710,High Movement,3
A9-33101,UN,CJ,PT,29,10,10,2900,37,858,37,Low Movement,0
A0J1921238,UN,CJ,PT,21,16,16,5376,324,3260,324,Medium Movement,0
AE-11820,UN,CJ,PT,19,8,4,608,4,31,4,Low Movement,0
AE-11011,UN,CJ,PT,8,6,5,240,66,900,66,Low Movement,0
AE-15191,UN,CJ,PT,15,7,3,315,467,26099,467,Medium Movement,0
AE-15108,UN,CJ,PT,13,5,7,455,462,16947,462,Medium Movement,0
AE-15214,UN,CJ,PT,11,4,2,88,335,9191,335,Medium Movement,0
AE-16844,UN,CJ,PT,9,3,2,54,7,114,7,Low Movement,0
AE-17780,UN,CJ,PT,10,27,3,810,83,2731,83,Low Movement,0
