SKU,UOM1,UOM2,UOM3,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster
K2-13633,UN,CJ,PT,1,1,1,1,96,1216,96,Low Movement,0
K2-15629,UN,CJ,PT,18,8,4,576,27,344,27,Low Movement,0
K2-16822,UN,CJ,PT,19,6,8,912,20,240,20,Low Movement,0
K2-16833,UN,CJ,PT,19,6,8,912,77,907,77,Low Movement,0
K2-21281,UN,CJ,PT,13,8,8,832,38,567,38,Low Movement,0
K2-21283,UN,CJ,PT,13,8,8,832,66,1854,66,Low Movement,0
K2-22122,UN,CJ,PT,15,6,9,810,38,434,38,Low Movement,0
K2-25221,UN,CJ,PT,1,1,1,1,169,1160,169,Medium Movement,0
K2-25222,UN,CJ,PT,1,1,1,1,145,956,145,Low Movement,0
K2-25223,UN,CJ,PT,10,8,8,640,100,674,100,Low Movement,0
K2-25236,UN,CJ,PT,13,8,8,832,33,315,33,Low Movement,0
K2-25241,UN,CJ,PT,1,1,1,1,84,734,84,Low Movement,0
K2-35241,UN,CJ,PT,1,1,1,1,48,371,48,Low Movement,0
K2-35247,UN,CJ,PT,1,1,1,1,50,376,50,Low Movement,0
K2-35361,UN,CJ,PT,9,11,11,1089,54,630,54,Low Movement,0
K2-35362,UN,CJ,PT,10,11,11,1210,15,177,15,Low Movement,0
K2-35596,UN,CJ,PT,1,1,1,1,109,882,109,Low Movement,0
K2-35597,UN,CJ,PT,1,1,1,1,106,862,106,Low Movement,0
K2-36627,UN,CJ,PT,13,8,8,832,275,3486,275,Medium Movement,0
K2-36629,UN,CJ,PT,13,8,8,832,171,2236,171,Medium Movement,0
K2-36641,UN,CJ,PT,13,8,8,832,114,1327,114,Low Movement,0
K2-36648,UN,CJ,PT,13,8,8,832,284,3459,284,Medium Movement,0
K2-36676,UN,CJ,PT,13,8,8,832,192,2338,192,Medium Movement,0
K2-81694,UN,CJ,PT,23,6,6,828,140,2157,140,Low Movement,0
K2-82212,UN,CJ,PT,16,5,9,720,56,1561,56,Low Movement,0
K294621132,UN,CJ,PT,12,7,6,504,474,6222,474,Medium Movement,0
K294621165,UN,CJ,PT,9,8,8,576,534,7474,534,Medium Movement,0
K294621107,EX,CJ,PT,4,19,27,2052,156,1329,156,Medium Movement,0
K294621215,EX,CJ,PT,4,19,27,2052,226,1793,226,Medium Movement,0
K294621371,UN,CJ,PT,9,5,5,225,1506,20071,1506,High Movement,1
K294621389,UN,CJ,PT,9,5,6,270,1173,15371,1173,High Movement,1
K294621413,UN,CJ,PT,8,5,5,200,1957,27309,1957,High Movement,1
K294621462,UN,CJ,PT,9,8,8,576,578,7483,578,Medium Movement,0
K294621512,UN,CJ,PT,15,9,9,1215,259,2833,259,Medium Movement,0
K294621520,UN,CJ,PT,14,9,9,1134,170,2008,170,Medium Movement,0
K294921128,UN,CJ,PT,9,8,8,576,476,7497,476,Medium Movement,0
K294921144,UN,CJ,PT,12,7,7,588,521,6347,521,Medium Movement,0
K294921169,UN,CJ,PT,12,7,7,588,640,9457,640,High Movement,0
K294921185,UN,CJ,PT,9,8,8,576,409,5282,409,Medium Movement,0
K294921101,UN,CJ,PT,12,7,7,588,819,10752,819,High Movement,0
K294921219,UN,CJ,PT,12,7,7,588,482,6511,482,Medium Movement,0
K294921235,UN,CJ,PT,12,7,7,588,796,11584,796,High Movement,0
K294921342,UN,CJ,PT,11,7,7,539,74,761,74,Low Movement,0
K294921383,UN,CJ,PT,19,6,8,912,72,604,72,Low Movement,0
K294921309,UN,CJ,PT,9,8,8,576,36,336,36,Low Movement,0
K294921425,UN,CJ,PT,5,8,11,440,2,72,2,Low Movement,0
K294921441,UN,CJ,PT,12,8,7,672,149,1429,149,Medium Movement,0
K294921A27,UN,CJ,PT,12,7,7,588,441,5984,441,Medium Movement,0
K295821129,UN,CJ,PT,9,8,8,576,563,9404,563,Medium Movement,0
K295921143,UN,CJ,PT,12,7,7,588,108,1348,108,Low Movement,0
K295921151,UN,CJ,PT,12,7,7,588,128,1523,128,Low Movement,0
K295921176,UN,CJ,PT,12,7,7,588,52,696,52,Low Movement,0
K295021133,UN,CJ,PT,20,6,8,960,436,3778,436,Medium Movement,0
K295021141,UN,CJ,PT,19,6,8,912,512,4845,512,Medium Movement,0
K295021159,UN,CJ,PT,19,6,8,912,414,3922,414,Medium Movement,0
K2A3021148,UN,CJ,PT,7,7,5,245,60,753,60,Low Movement,0
K2A3021156,UN,CJ,PT,20,16,16,5120,124,1819,124,Low Movement,0
K2A3021189,UN,CJ,PT,13,16,7,1456,93,1200,93,Low Movement,0
K2A3021190,UN,CJ,PT,22,8,11,1936,77,690,77,Low Movement,0
K2A3021101,UN,CJ,PT,22,8,11,1936,135,1497,135,Low Movement,0
K2A3021103,UN,CJ,PT,22,8,11,1936,28,292,28,Low Movement,0
K2A3021104,UN,CJ,PT,29,8,11,2552,70,789,70,Low Movement,0
K2A3021105,UN,CJ,PT,29,8,11,2552,134,1264,134,Low Movement,0
K2A3021106,UN,CJ,PT,29,8,11,2552,28,333,28,Low Movement,0
K2A3021107,UN,CJ,PT,29,8,11,2552,31,339,31,Low Movement,0
K2A3021108,UN,CJ,PT,28,10,17,4760,52,366,52,Low Movement,0
K2A3021109,UN,CJ,PT,28,10,17,4760,103,883,103,Low Movement,0
K2A4121121,UN,CJ,PT,31,15,17,7905,43,212,43,Low Movement,0
K2A4121122,UN,CJ,PT,32,15,17,8160,36,208,36,Low Movement,0
K2A4121123,UN,CJ,PT,23,6,6,828,226,3194,226,Medium Movement,0
K2A4121124,UN,CJ,PT,23,6,6,828,186,4688,186,Medium Movement,0
KK-1714242,UN,CJ,PT,1,1,1,1,170,3507,170,Medium Movement,0
KK-1754,UN,PT, ,1,1,1,1,38,6088,38,Low Movement,0
KK-5791,UN,CJ,PT,1,1,1,1,6,57,6,Low Movement,0
KK-5708,UN,CJ,PT,1,1,1,1,4,48,4,Low Movement,0
KK-62509,UN,CJ,PT,16,7,4,448,728,8766,728,High Movement,0
KK-62500,UN,CJ,PT,14,6,3,252,1741,19835,1741,High Movement,1
KK-62631,UN,CJ,PT,17,7,4,476,785,9995,785,High Movement,0
KK-62632,UN,CJ,PT,17,4,7,476,553,6455,553,Medium Movement,0
KK-6411216,UN,PT, ,19,21,29,11571,752,3287,752,High Movement,0
KK-6411330,UN,CJ,PT,15,4,6,360,653,6699,653,High Movement,0
KK-6411341,UN,CJ,PT,16,4,6,384,852,10796,852,High Movement,0
KK-6411394,UN,CJ,PT,15,6,10,900,1314,36173,1314,High Movement,1
KK-6411493,UN,PT, ,13,16,24,4992,54,193,54,Low Movement,0
KK-6411495,UN,CJ,PT,16,8,2,256,812,21308,812,High Movement,0
KK-6411496,UN,CJ,PT,21,7,12,1764,468,11137,468,Medium Movement,0
KK-66846,EX,CJ,PT,1,1,1,1,113,276,113,Low Movement,0
KK-67618,UN,CJ,PT,1,1,1,1,373,5301,373,Medium Movement,0
KK-68623,UN,CJ,PT,1,1,1,1,12,1476,12,Low Movement,0
KK-69242,UN,CJ,PT,14,8,7,784,6537,336495,6537,High Movement,3
KK-69243,UN,CJ,PT,11,10,7,770,2248,63681,2248,High Movement,1
KK-69551,EX,CJ,PT,1,1,1,1,46,112,46,Low Movement,0
KK-71518,UN,CJ,PT,1,1,1,1,1400,21311,1400,High Movement,1
KK-71519,UN,CJ,PT,1,1,1,1,828,13972,828,High Movement,0
KK-71510,UN,CJ,PT,1,1,1,1,158,3416,158,Medium Movement,0
KK-71525,UN,CJ,PT,1,1,1,1,1426,22440,1426,High Movement,1
KK-71527,UN,CJ,PT,1,1,1,1,870,29100,870,High Movement,0
KK-71528,UN,CJ,PT,1,1,1,1,445,9300,445,Medium Movement,0
KK-71561,UN,CJ,PT,1,1,1,1,1249,18525,1249,High Movement,1
KK-72687,UN,CJ,PT,25,6,18,2700,50,5715,50,Low Movement,0
KK-75541,UN,CJ,PT,1,1,1,1,380,5447,380,Medium Movement,0
KK-75558,UN,CJ,PT,1,1,1,1,235,3258,235,Medium Movement,0
KK-77954,UN,CJ,PT,1,1,1,1,648,11480,648,High Movement,0
KK-77956,UN,CJ,PT,1,1,1,1,557,8417,557,Medium Movement,0
KK-77957,UN,CJ,PT,1,1,1,1,491,8439,491,Medium Movement,0
KK-77959,UN,CJ,PT,1,1,1,1,787,24229,787,High Movement,0
KK-79559,UN,CJ,PT,1,1,1,1,291,6859,291,Medium Movement,0
KK-79868,UN,CJ,PT,1,1,1,1,768,10284,768,High Movement,0
KK-79875,UN,CJ,PT,1,1,1,1,471,7016,471,Medium Movement,0
KK-79882,UN,CJ,PT,1,1,1,1,603,7591,603,Medium Movement,0
KK-8613829,UN,CJ,PT,12,7,11,924,915,10062,915,High Movement,0
KK-8613833,UN,CJ,PT,21,7,11,1617,859,10096,859,High Movement,0
KK-8681462,UN,CJ,PT,13,8,11,1144,3932,117260,3932,High Movement,3
KK-8681623,UN,CJ,PT,17,8,4,544,871,11026,871,High Movement,0
KK-8681742,UN,CJ,PT,15,7,3,315,1072,16733,1072,High Movement,1
KK-8682410,UN,CJ,PT,14,2,9,252,1703,32117,1703,High Movement,1
KK-8682461,UN,CJ,PT,10,9,8,720,1481,26931,1481,High Movement,1
KK-8682463,UN,CJ,PT,14,3,9,378,1107,19181,1107,High Movement,1
KK-8688015,UN,CJ,PT,11,7,6,462,1078,35992,1078,High Movement,1
KK-8688016,UN,CJ,PT,14,14,6,1176,919,23273,919,High Movement,0
KK-8688028,UN,CJ,PT,15,7,6,630,1828,66242,1828,High Movement,1
KK-8688029,UN,CJ,PT,13,14,6,1092,1009,28345,1009,High Movement,0
KK-8688020,UN,CJ,PT,13,14,6,1092,1335,38144,1335,High Movement,1
KK-8688031,UN,CJ,PT,15,7,6,630,1488,54263,1488,High Movement,1
KK-8688035,UN,CJ,PT,16,7,6,672,1282,48571,1282,High Movement,1
KK-8688030,UN,CJ,PT,11,7,6,462,3497,123023,3497,High Movement,3
KK-8688042,UN,CJ,PT,11,7,6,462,5153,199844,5153,High Movement,3
KK-8688043,UN,CJ,PT,16,8,6,768,665,11307,665,High Movement,0
KK-8689867,UN,CJ,PT,10,9,7,630,829,26019,829,High Movement,0
KK-8689860,UN,CJ,PT,10,9,7,630,2288,77217,2288,High Movement,1
KK-8714166,UN,CJ,PT,22,9,5,990,496,6997,496,Medium Movement,0
KK-8714167,UN,CJ,PT,22,9,5,990,444,6505,444,Medium Movement,0
KK-8714216,UN,CJ,PT,17,7,4,476,1119,13580,1119,High Movement,1
KK-8714225,UN,CJ,PT,15,3,5,225,1242,14919,1242,High Movement,1
KK-8714231,UN,CJ,PT,15,3,5,225,1526,19059,1526,High Movement,1
KK-8714232,UN,CJ,PT,19,7,4,532,1415,20420,1415,High Movement,1
KK-8714233,UN,CJ,PT,22,8,5,880,876,14021,876,High Movement,0
KK-8714239,UN,CJ,PT,16,4,3,192,1918,23312,1918,High Movement,1
KK-8714230,UN,CJ,PT,19,6,4,456,1378,19979,1378,High Movement,1
KK-8714241,UN,CJ,PT,22,8,5,880,891,13612,891,High Movement,0
KK-8714274,UN,CJ,PT,17,8,4,544,1114,15573,1114,High Movement,1
KK-8714275,UN,CJ,PT,22,8,5,880,633,8464,633,High Movement,0
KK-8714856,UN,CJ,PT,18,6,7,756,527,6491,527,Medium Movement,0
KK-8722121,UN,CJ,PT,14,5,5,350,1385,15138,1385,High Movement,1
KK-8722122,UN,CJ,PT,17,6,7,714,846,9254,846,High Movement,0
KK-8727419,UN,CJ,PT,17,8,4,544,737,7858,737,High Movement,0
KK-8727410,UN,CJ,PT,22,8,5,880,212,2000,212,Medium Movement,0
KK-8727448,UN,CJ,PT,17,7,4,476,667,7185,667,High Movement,0
KK-8733182,UN,CJ,PT,21,7,7,1029,1505,18203,1505,High Movement,1
KK-8733189,UN,CJ,PT,17,7,4,476,925,11267,925,High Movement,0
KK-8737159,UN,CJ,PT,10,6,6,360,1123,11823,1123,High Movement,1
KK-8739803,UN,CJ,PT,19,7,4,532,944,11724,944,High Movement,0
KK-8861317,UN,CJ,PT,11,7,6,462,2641,83294,2641,High Movement,1
KK-80444,UN,CJ,PT,5,24,12,1440,1053,13282,1053,High Movement,1
KK-91803,UN,CJ,PT,18,8,4,576,1022,11517,1022,High Movement,0
KK-91804,UN,CJ,PT,20,7,7,980,400,4324,400,Medium Movement,0
KK-91807,UN,CJ,PT,17,4,8,544,1015,12440,1015,High Movement,0
KK-94806,UN,CJ,PT,1,1,1,1,40,4183,40,Low Movement,0
KK-94959,UN,CJ,PT,18,6,7,756,619,7371,619,Medium Movement,0
KK-94085,UN,CJ,PT,1,1,1,1,1440,49800,1440,High Movement,1
KK-98953,UN,CJ,PT,22,8,5,880,483,5473,483,Medium Movement,0
KK-98954,UN,CJ,PT,19,4,7,532,782,8873,782,High Movement,0
KK-98956,UN,CJ,PT,20,6,5,600,969,11999,969,High Movement,0
KK-98962,UN,CJ,PT,19,4,7,532,852,9847,852,High Movement,0
KK-98963,UN,CJ,PT,22,9,5,990,538,6689,538,Medium Movement,0
KK-98901,UN,CJ,PT,14,3,6,252,2016,26875,2016,High Movement,1
KK-98052,UN,CJ,PT,18,8,4,576,1229,14512,1229,High Movement,1
KK-98053,UN,CJ,PT,20,7,7,980,639,6889,639,High Movement,0
KK-01163,UN,CJ,PT,11,5,4,220,615,13924,615,Medium Movement,0
KK-01167,UN,CJ,PT,11,5,4,220,115,3011,115,Low Movement,0
KK-0130443,UN,CJ,PT,10,5,3,150,1035,24712,1035,High Movement,1
KK-01300,UN,CJ,PT,9,5,3,135,871,22073,871,High Movement,0
KK-03856,UN,CJ,PT,19,4,6,456,624,9310,624,High Movement,0
KK-046080,UN,CJ,PT,17,8,3,408,676,7787,676,High Movement,0
KK-05174,UN,CJ,PT,26,7,12,2184,64,7061,64,Low Movement,0
KK-06561,UN,CJ,PT,15,13,6,1170,1504,42722,1504,High Movement,1
KK-06500,UN,CJ,PT,22,8,8,1408,13,540,13,Low Movement,0
KK-06059,UN,PT, ,20,8,8,1280,31,293,31,Low Movement,0
KK-07010,UN,CJ,PT,1,1,1,1,195,3008,195,Medium Movement,0
KK-00556,UN,CJ,PT,8,6,10,480,1520,46518,1520,High Movement,1
KK-00925,UN,CJ,PT,11,5,4,220,777,8889,777,High Movement,0
KK-00926,UN,CJ,PT,23,6,7,966,479,6008,479,Medium Movement,0
KK-00927,UN,CJ,PT,11,5,4,220,416,5072,416,Medium Movement,0
KK-00928,UN,CJ,PT,11,5,4,220,557,6470,557,Medium Movement,0
L2-146203,UN,CJ,PT,1,1,1,1,72,600,72,Low Movement,0
L2-211435,UN,CJ,PT,14,16,12,2688,265,3664,265,Medium Movement,0
L2-21140,UN,CJ,PT,7,24,14,2352,110,1445,110,Low Movement,0
L2-211558,UN,CJ,PT,7,24,14,2352,179,2230,179,Medium Movement,0
L2-21165,UN,CJ,PT,21,16,7,2352,251,3267,251,Medium Movement,0
L2-21167,UN,CJ,PT,23,7,13,2093,244,2869,244,Medium Movement,0
L2-21178,UN,CJ,PT,21,7,13,1911,223,2792,223,Medium Movement,0
L2-21462,UN,CJ,PT,23,15,7,2415,22,415,22,Low Movement,0
L2-231242,UN,CJ,PT,21,11,11,2541,47,594,47,Low Movement,0
L2-28139,UN,CJ,PT,1,24,24,576,65,954,65,Low Movement,0
L2-28158,UN,CJ,PT,23,15,7,2415,59,938,59,Low Movement,0
L2-202368,UN,CL,PT,1,1,1,1,64,838,64,Low Movement,0
L2-462041,UN,CJ,PT,1,1,1,1,7,426,7,Low Movement,0
L2-58352,UN,CJ,PT,23,7,13,2093,91,2005,91,Low Movement,0
L2-82050,UN,CJ,PT,23,7,13,2093,107,949,107,Low Movement,0
L2-86844,UN,CJ,PT,7,24,14,2352,30,511,30,Low Movement,0
L291513166,UN,CJ,PT,23,7,13,2093,252,3445,252,Medium Movement,0
L291513281,UN,PT, ,1,1,1,1,4,36,4,Low Movement,0
L291513364,UN,CJ,PT,9,8,14,1008,753,12040,753,High Movement,0
L291513448,UN,CJ,PT,23,15,7,2415,575,7883,575,Medium Movement,0
L291513456,UN,CJ,PT,23,7,13,2093,65,1043,65,Low Movement,0
L291613156,UN,CJ,PT,11,26,11,3146,188,2422,188,Medium Movement,0
L291813144,UN,CJ,PT,7,18,7,882,56,744,56,Low Movement,0
L291813177,UN,CJ,PT,23,7,13,2093,148,1726,148,Medium Movement,0
L2-09532,UN,CJ,PT,3,25,10,750,199,2499,199,Medium Movement,0
L2N3717169,UN,CJ,PT,5,20,11,1100,248,2860,248,Medium Movement,0
L2N3717177,UN,CJ,PT,5,21,11,1155,267,3274,267,Medium Movement,0
L2N3717193,UN,CJ,PT,5,20,11,1100,260,3163,260,Medium Movement,0
L2N3717268,UN,CJ,PT,6,25,9,1350,249,3164,249,Medium Movement,0
M4-11178,UN,CJ,PT,6,13,14,1092,2417,113142,2417,High Movement,1
M4-11179,UN,CJ,PT,12,32,5,1920,2760,64666,2760,High Movement,1
M4-11199,UN,CJ,PT,12,14,6,1008,2466,115798,2466,High Movement,1
M4-11190,UN,CJ,PT,14,27,6,2268,2794,73760,2794,High Movement,1
M4-11103,UN,CJ,PT,12,23,13,3588,1160,21908,1160,High Movement,1
M4-11108,UN,PT, ,9,35,52,16380,677,3073,677,High Movement,0
M4-11100,UN,CJ,PT,10,12,10,1200,1565,48602,1565,High Movement,1
M4-11212,UN,CJ,PT,12,24,13,3744,405,7541,405,Medium Movement,0
M4-11228,UN,CJ,PT,5,30,18,2700,1176,29344,1176,High Movement,1
M4-11236,UN,CJ,PT,11,11,9,1089,16,1422,16,Low Movement,0
M4-11238,UN,CJ,PT,11,43,14,6622,10,66,10,Low Movement,0
M4-11242,UN,CJ,PT,10,7,7,490,1797,166200,1797,High Movement,1
M4-11243,UN,CJ,PT,3,7,20,420,2110,187461,2110,High Movement,1
M4-11245,UN,CJ,PT,14,11,9,1386,1076,73721,1076,High Movement,1
M4-11247,UN,CJ,PT,14,22,14,4312,1133,22787,1133,High Movement,1
M4-11249,UN,CJ,PT,19,39,11,8151,453,5214,453,Medium Movement,0
M4-11552,UN,CJ,PT,5,7,13,455,2247,143310,2247,High Movement,1
M4-11554,UN,CJ,PT,10,11,9,990,3084,163056,3084,High Movement,1
M4-11557,UN,CJ,PT,1,1,1,1,49,764,49,Low Movement,0
M4-11574,UN,CJ,PT,6,15,15,1350,1865,76466,1865,High Movement,1
M4-115756,UN,CJ,PT,13,33,6,2574,3323,55086,3323,High Movement,3
M4-115763,UN,CJ,PT,20,29,6,3480,1724,46345,1724,High Movement,1
M4-115770,UN,CJ,PT,12,23,13,3588,1390,24562,1390,High Movement,1
M4-11596,UN,CJ,PT,24,13,4,1248,22,440,22,Low Movement,0
M4-11597,UN,CJ,PT,37,26,15,14430,427,2183,427,Medium Movement,0
M4-11598,UN,CJ,PT,32,10,17,5440,471,5500,471,Medium Movement,0
M4-11646,UN,CJ,PT,6,13,13,1014,2609,129188,2609,High Movement,1
M4-11676,UN,CJ,PT,28,14,8,3136,407,4917,407,Medium Movement,0
M4-11677,UN,CJ,PT,1,1,1,1,42,591,42,Low Movement,0
M4-11678,UN,CJ,PT,1,1,1,1,35,414,35,Low Movement,0
M4-11679,UN,CJ,PT,1,1,1,1,19,75,19,Low Movement,0
M4-11691,UN,CJ,PT,33,17,13,7293,158,2079,158,Medium Movement,0
M4-11692,UN,CJ,PT,1,1,1,1,450,4771,450,Medium Movement,0
M4-11758,UN,CJ,PT,8,11,10,880,1433,98880,1433,High Movement,1
M4-11925,UN,CJ,PT,5,31,20,3100,1926,72460,1926,High Movement,1
M4-11994Q,UN,CJ,PT,11,13,8,1144,1465,72724,1465,High Movement,1
M4-11048,UN,CJ,PT,1,1,1,1,100,441,100,Low Movement,0
M4-12113,UN,CJ,PT,11,32,6,2112,1932,41813,1932,High Movement,1
M4-12155,UN,CJ,PT,10,20,11,2200,9,1140,9,Low Movement,0
M4-1229Q,UN,CJ,PT,14,21,11,3234,1190,34297,1190,High Movement,1
M4-12489,UN,CJ,PT,1,1,1,1,431,9304,431,Medium Movement,0
M4-12865,UN,CJ,PT,17,22,14,5236,51,1493,51,Low Movement,0
M4-13753,UN,CJ,PT,10,19,9,1710,4,40,4,Low Movement,0
M4-15541Q,UN,CJ,PT,11,13,8,1144,1336,67403,1336,High Movement,1
M4-15558,UN,CJ,PT,12,30,6,2160,3815,72811,3815,High Movement,3
M4-15565,UN,CJ,PT,12,29,6,2088,1931,80055,1931,High Movement,1
M4-15572,UN,CJ,PT,17,22,13,4862,1337,26290,1337,High Movement,1
M4-15572Q,UN,CJ,PT,11,13,8,1144,2,24,2,Low Movement,0
M4-15589,UN,CJ,PT,15,23,24,8280,1010,10181,1010,High Movement,0
M4-15596,UN,CJ,PT,12,23,30,8280,1326,11813,1326,High Movement,1
M4-15749Q,UN,CJ,PT,11,13,8,1144,862,38852,862,High Movement,0
M4-15787,UN,CJ,PT,19,39,57,42237,1579,14240,1579,High Movement,1
M4-16463Q,UN,CJ,PT,11,13,8,1144,1121,59929,1121,High Movement,1
M4-16470,UN,CJ,PT,13,33,6,2574,3651,77521,3651,High Movement,3
M4-16487,UN,CJ,PT,17,32,6,3264,2109,71448,2109,High Movement,1
M4-16494,UN,CJ,PT,14,22,13,4004,1436,27894,1436,High Movement,1
M4-16753,UN,CJ,PT,1,1,1,1,704,7758,704,High Movement,0
M4-16821,UN,CJ,PT,1,1,1,1,183,1231,183,Medium Movement,0
M4-19136,UN,PT, ,12,10,52,6240,683,4191,683,High Movement,0
M4-19172,UN,CJ,PT,28,14,8,3136,403,4362,403,Medium Movement,0
M4-19182,UN,CJ,PT,28,14,8,3136,648,7605,648,High Movement,0
M4-19199,UN,CJ,PT,28,14,8,3136,858,9593,858,High Movement,0
M4-19472,UN,CJ,PT,28,14,8,3136,658,6956,658,High Movement,0
M4-19489,UN,CJ,PT,33,10,17,5610,480,5156,480,Medium Movement,0
M4-19496A,UN,CJ,PT,23,6,8,1104,433,12266,433,Medium Movement,0
M4-19403,UN,CJ,PT,36,25,14,12600,540,2586,540,Medium Movement,0
M4-25244,UN,CJ,PT,1,1,1,1,282,4084,282,Medium Movement,0
M4-26531,UN,CJ,PT,1,1,1,1,94,568,94,Low Movement,0
M4-2608576,UN,CJ,PT,33,10,17,5610,537,6823,537,Medium Movement,0
M4-2608577,UN,CJ,PT,33,10,17,5610,332,3682,332,Medium Movement,0
M4-2608581,UN,CJ,PT,33,10,17,5610,462,6033,462,Medium Movement,0
M4-2719121,EX,CJ,PT,9,3,4,108,12,1282,12,Low Movement,0
M4-2719861,UN,CJ,PT,16,29,6,2784,2006,71716,2006,High Movement,1
M4-2719867,UN,CJ,PT,23,3,8,552,741,20726,741,High Movement,0
M4-2719868,UN,CJ,PT,37,26,21,20202,676,3477,676,High Movement,0
M4-2719872,UN,CJ,PT,13,46,28,16744,317,1355,317,Medium Movement,0
M4-2719873,UN,CJ,PT,12,41,14,6888,1263,12261,1263,High Movement,1
M4-31295,UN,CJ,PT,23,13,13,3887,254,4490,254,Medium Movement,0
M4-31202,UN,CJ,PT,24,11,9,2376,399,7192,399,Medium Movement,0
M4-33522,UN,CJ,PT,1,1,1,1,57,1890,57,Low Movement,0
M4-33529,UN,CJ,PT,36,26,14,13104,4,30,4,Low Movement,0
M4-33532,UN,CJ,PT,1,1,1,1,146,1201,146,Low Movement,0
M4-33534,UN,CJ,PT,22,10,11,2420,12,4200,12,Low Movement,0
M4-51117Q,UN,CJ,PT,13,10,9,1170,1484,75163,1484,High Movement,1
M4-51110,UN,CJ,PT,15,24,11,3960,581,26983,581,Medium Movement,0
M4-51166,UN,CJ,PT,10,11,7,770,6,90,6,Low Movement,0
M4-51167,UN,CJ,PT,19,38,10,7220,568,7417,568,Medium Movement,0
M4-51168,UN,CJ,PT,1,1,1,1,648,25816,648,High Movement,0
M4-515542,UN,CJ,PT,22,6,8,1056,33,616,33,Low Movement,0
M4-51777,UN,CJ,PT,6,10,20,1200,1033,48529,1033,High Movement,1
M4-51770,UN,CJ,PT,11,30,20,6600,351,2933,351,Medium Movement,0
M4-51781,UN,CJ,PT,12,30,40,14400,94,415,94,Low Movement,0
M4-51785,UN,CJ,PT,28,14,8,3136,378,4200,378,Medium Movement,0
M4-51786,UN,CJ,PT,33,10,16,5280,264,3056,264,Medium Movement,0
M4-51704,UN,CJ,PT,1,1,1,1,524,18220,524,Medium Movement,0
M4-51860,UN,CJ,PT,1,1,1,1,7,246,7,Low Movement,0
M4-519748,UN,CJ,PT,36,26,14,13104,4,33,4,Low Movement,0
M4-510110,UN,CJ,PT,36,26,14,13104,300,1362,300,Medium Movement,0
M4-52122,UN,CJ,PT,17,13,4,884,333,4578,333,Medium Movement,0
M4-52123,UN,CJ,PT,19,14,4,1064,325,4403,325,Medium Movement,0
M4-52124,UN,CJ,PT,17,13,4,884,328,4324,328,Medium Movement,0
M4-52300,UN,CJ,PT,9,13,30,3510,382,3803,382,Medium Movement,0
M4-52419,UN,CJ,PT,3,25,10,750,182,4078,182,Medium Movement,0
M4-52448,UN,CJ,PT,33,10,17,5610,144,1605,144,Low Movement,0
M4-52449,UN,PT, ,10,34,37,12580,42,1827,42,Low Movement,0
M4-5206,UN,PT, ,11,22,33,7986,731,5433,731,High Movement,0
M4-5312565,UN,CJ,PT,24,6,7,1008,1449,23133,1449,High Movement,1
M4-5312568,UN,CJ,PT,20,7,6,840,1016,30226,1016,High Movement,0
M4-5312575,UN,CJ,PT,23,7,7,1127,1015,16359,1015,High Movement,0
M4-5312582,UN,CJ,PT,12,12,12,1728,1954,35509,1954,High Movement,1
M4-5312599,UN,CJ,PT,12,12,13,1872,717,12531,717,High Movement,0
M4-5312506,UN,CJ,PT,11,8,18,1584,942,16243,942,High Movement,0
M4-5312612,UN,CJ,PT,7,13,12,1092,2110,66463,2110,High Movement,1
M4-5312629,UN,CJ,PT,17,12,12,2448,773,25848,773,High Movement,0
M4-5312636,UN,CJ,PT,7,12,12,1008,1016,35093,1016,High Movement,0
M4-5312643,UN,CJ,PT,6,11,10,660,2819,78403,2819,High Movement,1
M4-5312664,UN,CJ,PT,6,11,11,726,1018,24149,1018,High Movement,0
M4-5312674,UN,CJ,PT,5,8,8,320,2832,122887,2832,High Movement,1
M4-5312698,UN,CJ,PT,5,8,8,320,15,399,15,Low Movement,0
M4-531023,UN,CJ,PT,22,6,8,1056,783,24170,783,High Movement,0
M4-72447,UN,CJ,PT,11,31,6,2046,2076,38326,2076,High Movement,1
M474121157,UN,CJ,PT,5,9,8,360,4,180,4,Low Movement,0
M4-75116,UN,CJ,PT,23,6,8,1104,217,5737,217,Medium Movement,0
M4-052448,UN,CJ,PT,1,1,1,1,2,36,2,Low Movement,0
M0-77614,UN,CJ,PT,11,6,4,264,2613,165848,2613,High Movement,1
M0-77615,UN,CJ,PT,11,6,4,264,3334,266083,3334,High Movement,3
M0-77616,UN,CJ,PT,11,6,4,264,2331,136580,2331,High Movement,1
M0-77617,UN,CJ,PT,11,6,4,264,1548,90808,1548,High Movement,1
M0-77618,UN,CJ,PT,11,6,4,264,1509,88467,1509,High Movement,1
M0-77619,UN,CJ,PT,21,10,6,1260,879,79757,879,High Movement,0
M0-77610,UN,CJ,PT,21,10,6,1260,852,68238,852,High Movement,0
M0-77621,UN,CJ,PT,22,10,6,1320,212,9547,212,Medium Movement,0
M0-77622,UN,CJ,PT,22,10,6,1320,226,15440,226,Medium Movement,0
M0-77624,UN,CJ,PT,11,18,9,1782,187,9883,187,Medium Movement,0
M0-77671,UN,CJ,PT,1,1,1,1,411,16929,411,Medium Movement,0
MF-2111,UN,CJ,PT,29,8,8,1856,34,900,34,Low Movement,0
